time ,contract ,period ,funding rate 
2021/11/23 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/23 8:00,BTCUSDT 永续,8hr,0.01%
2021/11/23 0:00,BTCUSDT 永续,8hr,0.01%
2021/11/22 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/22 8:00,BTCUSDT 永续,8hr,0.01%
2021/11/22 0:00,BTCUSDT 永续,8hr,0.01%
2021/11/21 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/21 8:00,BTCUSDT 永续,8hr,0.01%
2021/11/21 0:00,BTCUSDT 永续,8hr,0.01%
2021/11/20 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/20 8:00,BTCUSDT 永续,8hr,0.01%
2021/11/20 0:00,BTCUSDT 永续,8hr,0.01%
2021/11/19 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/19 8:00,BTCUSDT 永续,8hr,0.01%
2021/11/19 0:00,BTCUSDT 永续,8hr,0.01%
2021/11/18 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/18 8:00,BTCUSDT 永续,8hr,0.01%
2021/11/18 0:00,BTCUSDT 永续,8hr,0.01%
2021/11/17 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/17 8:00,BTCUSDT 永续,8hr,0.01%
2021/11/17 0:00,BTCUSDT 永续,8hr,0.01%
2021/11/16 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/16 8:00,BTCUSDT 永续,8hr,0.04%
2021/11/16 0:00,BTCUSDT 永续,8hr,0.04%
2021/11/15 16:00,BTCUSDT 永续,8hr,0.02%
2021/11/15 8:00,BTCUSDT 永续,8hr,0.02%
2021/11/15 0:00,BTCUSDT 永续,8hr,0.01%
2021/11/14 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/14 8:00,BTCUSDT 永续,8hr,0.01%
2021/11/14 0:00,BTCUSDT 永续,8hr,0.02%
2021/11/13 16:00,BTCUSDT 永续,8hr,0.03%
2021/11/13 8:00,BTCUSDT 永续,8hr,0.02%
2021/11/13 0:00,BTCUSDT 永续,8hr,0.04%
2021/11/12 16:00,BTCUSDT 永续,8hr,0.04%
2021/11/12 8:00,BTCUSDT 永续,8hr,0.02%
2021/11/12 0:00,BTCUSDT 永续,8hr,0.02%
2021/11/11 16:00,BTCUSDT 永续,8hr,0.01%
2021/11/11 8:00,BTCUSDT 永续,8hr,0.02%
2021/11/11 0:00,BTCUSDT 永续,8hr,0.06%
2021/11/10 16:00,BTCUSDT 永续,8hr,0.07%
2021/11/10 8:00,BTCUSDT 永续,8hr,0.04%
2021/11/10 0:00,BTCUSDT 永续,8hr,0.07%
2021/11/9 16:00,BTCUSDT 永续,8hr,0.04%
2021/11/9 8:00,BTCUSDT 永续,8hr,0.04%
2021/11/9 0:00,BTCUSDT 永续,8hr,0.05%
2021/11/8 16:00,BTCUSDT 永续,8hr,0.05%
2021/11/8 8:00,BTCUSDT 永续,8hr,0.03%
2021/11/8 0:00,BTCUSDT 永续,8hr,0.04%
2021/11/7 16:00,BTCUSDT 永续,8hr,0.04%
2021/11/7 8:00,BTCUSDT 永续,8hr,0.02%
2021/11/7 0:00,BTCUSDT 永续,8hr,0.04%
2021/11/6 16:00,BTCUSDT 永续,8hr,0.05%
2021/11/6 8:00,BTCUSDT 永续,8hr,0.05%
2021/11/6 0:00,BTCUSDT 永续,8hr,0.04%
2021/11/5 16:00,BTCUSDT 永续,8hr,0.02%
2021/11/5 8:00,BTCUSDT 永续,8hr,0.02%
2021/11/5 0:00,BTCUSDT 永续,8hr,0.05%
2021/11/4 16:00,BTCUSDT 永续,8hr,0.05%
2021/11/4 8:00,BTCUSDT 永续,8hr,0.05%
2021/11/4 0:00,BTCUSDT 永续,8hr,0.03%
2021/11/3 16:00,BTCUSDT 永续,8hr,0.04%
2021/11/3 8:00,BTCUSDT 永续,8hr,0.08%
2021/11/3 0:00,BTCUSDT 永续,8hr,0.05%
2021/11/2 16:00,BTCUSDT 永续,8hr,0.03%
2021/11/2 8:00,BTCUSDT 永续,8hr,0.02%
2021/11/2 0:00,BTCUSDT 永续,8hr,0.06%
2021/11/1 16:00,BTCUSDT 永续,8hr,0.03%
2021/11/1 8:00,BTCUSDT 永续,8hr,0.03%
2021/11/1 0:00,BTCUSDT 永续,8hr,0.04%
2021/10/31 16:00,BTCUSDT 永续,8hr,0.05%
2021/10/31 8:00,BTCUSDT 永续,8hr,0.02%
2021/10/31 0:00,BTCUSDT 永续,8hr,0.02%
2021/10/30 16:00,BTCUSDT 永续,8hr,0.04%
2021/10/30 8:00,BTCUSDT 永续,8hr,0.02%
2021/10/30 0:00,BTCUSDT 永续,8hr,0.02%
2021/10/29 16:00,BTCUSDT 永续,8hr,0.02%
2021/10/29 8:00,BTCUSDT 永续,8hr,0.02%
2021/10/29 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/28 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/28 8:00,BTCUSDT 永续,8hr,0.02%
2021/10/28 0:00,BTCUSDT 永续,8hr,0.02%
2021/10/27 16:00,BTCUSDT 永续,8hr,0.03%
2021/10/27 8:00,BTCUSDT 永续,8hr,0.03%
2021/10/27 0:00,BTCUSDT 永续,8hr,0.06%
2021/10/26 16:00,BTCUSDT 永续,8hr,0.06%
2021/10/26 8:00,BTCUSDT 永续,8hr,0.04%
2021/10/26 0:00,BTCUSDT 永续,8hr,0.02%
2021/10/25 16:00,BTCUSDT 永续,8hr,0.02%
2021/10/25 8:00,BTCUSDT 永续,8hr,0.05%
2021/10/25 0:00,BTCUSDT 永续,8hr,0.03%
2021/10/24 16:00,BTCUSDT 永续,8hr,0.04%
2021/10/24 8:00,BTCUSDT 永续,8hr,0.03%
2021/10/24 0:00,BTCUSDT 永续,8hr,0.02%
2021/10/23 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/23 8:00,BTCUSDT 永续,8hr,0.03%
2021/10/23 0:00,BTCUSDT 永续,8hr,0.03%
2021/10/22 16:00,BTCUSDT 永续,8hr,0.02%
2021/10/22 8:00,BTCUSDT 永续,8hr,0.03%
2021/10/22 0:00,BTCUSDT 永续,8hr,0.06%
2021/10/21 16:00,BTCUSDT 永续,8hr,0.06%
2021/10/21 8:00,BTCUSDT 永续,8hr,0.07%
2021/10/21 0:00,BTCUSDT 永续,8hr,0.06%
2021/10/20 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/20 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/20 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/19 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/19 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/19 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/18 16:00,BTCUSDT 永续,8hr,0.02%
2021/10/18 8:00,BTCUSDT 永续,8hr,0.04%
2021/10/18 0:00,BTCUSDT 永续,8hr,0.04%
2021/10/17 16:00,BTCUSDT 永续,8hr,0.04%
2021/10/17 8:00,BTCUSDT 永续,8hr,0.03%
2021/10/17 0:00,BTCUSDT 永续,8hr,0.04%
2021/10/16 16:00,BTCUSDT 永续,8hr,0.03%
2021/10/16 8:00,BTCUSDT 永续,8hr,0.05%
2021/10/16 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/15 16:00,BTCUSDT 永续,8hr,0.04%
2021/10/15 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/15 0:00,BTCUSDT 永续,8hr,0.02%
2021/10/14 16:00,BTCUSDT 永续,8hr,0.02%
2021/10/14 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/14 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/13 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/13 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/13 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/12 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/12 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/12 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/11 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/11 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/11 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/10 16:00,BTCUSDT 永续,8hr,0.02%
2021/10/10 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/10 0:00,BTCUSDT 永续,8hr,0.02%
2021/10/9 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/9 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/9 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/8 16:00,BTCUSDT 永续,8hr,0.02%
2021/10/8 8:00,BTCUSDT 永续,8hr,0.03%
2021/10/8 0:00,BTCUSDT 永续,8hr,0.03%
2021/10/7 16:00,BTCUSDT 永续,8hr,0.03%
2021/10/7 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/7 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/6 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/6 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/6 0:00,BTCUSDT 永续,8hr,0.00%
2021/10/5 16:00,BTCUSDT 永续,8hr,0.00%
2021/10/5 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/5 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/4 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/4 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/4 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/3 16:00,BTCUSDT 永续,8hr,0.01%
2021/10/3 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/3 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/2 16:00,BTCUSDT 永续,8hr,0.00%
2021/10/2 8:00,BTCUSDT 永续,8hr,0.01%
2021/10/2 0:00,BTCUSDT 永续,8hr,0.01%
2021/10/1 16:00,BTCUSDT 永续,8hr,0.00%
2021/10/1 8:00,BTCUSDT 永续,8hr,0.00%
2021/10/1 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/30 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/30 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/30 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/29 16:00,BTCUSDT 永续,8hr,0.00%
2021/9/29 8:00,BTCUSDT 永续,8hr,0.00%
2021/9/29 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/28 16:00,BTCUSDT 永续,8hr,0.00%
2021/9/28 8:00,BTCUSDT 永续,8hr,0.00%
2021/9/28 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/27 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/27 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/27 0:00,BTCUSDT 永续,8hr,0.00%
2021/9/26 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/26 8:00,BTCUSDT 永续,8hr,0.00%
2021/9/26 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/25 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/25 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/25 0:00,BTCUSDT 永续,8hr,0.00%
2021/9/24 16:00,BTCUSDT 永续,8hr,-0.01%
2021/9/24 8:00,BTCUSDT 永续,8hr,-0.01%
2021/9/24 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/23 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/23 8:00,BTCUSDT 永续,8hr,0.00%
2021/9/23 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/22 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/22 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/22 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/21 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/21 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/21 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/20 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/20 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/20 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/19 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/19 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/19 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/18 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/18 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/18 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/17 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/17 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/17 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/16 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/16 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/16 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/15 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/15 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/15 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/14 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/14 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/14 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/13 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/13 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/13 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/12 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/12 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/12 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/11 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/11 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/11 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/10 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/10 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/10 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/9 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/9 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/9 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/8 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/8 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/8 0:00,BTCUSDT 永续,8hr,0.02%
2021/9/7 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/7 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/7 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/6 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/6 8:00,BTCUSDT 永续,8hr,0.03%
2021/9/6 0:00,BTCUSDT 永续,8hr,0.01%
2021/9/5 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/5 8:00,BTCUSDT 永续,8hr,0.01%
2021/9/5 0:00,BTCUSDT 永续,8hr,0.02%
2021/9/4 16:00,BTCUSDT 永续,8hr,0.01%
2021/9/4 8:00,BTCUSDT 永续,8hr,0.04%
2021/9/4 0:00,BTCUSDT 永续,8hr,0.02%
2021/9/3 16:00,BTCUSDT 永续,8hr,0.03%
2021/9/3 8:00,BTCUSDT 永续,8hr,0.05%
2021/9/3 0:00,BTCUSDT 永续,8hr,0.06%
2021/9/2 16:00,BTCUSDT 永续,8hr,0.05%
2021/9/2 8:00,BTCUSDT 永续,8hr,0.04%
2021/9/2 0:00,BTCUSDT 永续,8hr,0.03%
2021/9/1 16:00,BTCUSDT 永续,8hr,0.03%
2021/9/1 8:00,BTCUSDT 永续,8hr,0.04%
2021/9/1 0:00,BTCUSDT 永续,8hr,0.02%
2021/8/31 16:00,BTCUSDT 永续,8hr,0.03%
2021/8/31 8:00,BTCUSDT 永续,8hr,0.04%
2021/8/31 0:00,BTCUSDT 永续,8hr,0.02%
2021/8/30 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/30 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/30 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/29 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/29 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/29 0:00,BTCUSDT 永续,8hr,0.02%
2021/8/28 16:00,BTCUSDT 永续,8hr,0.03%
2021/8/28 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/28 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/27 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/27 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/27 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/26 16:00,BTCUSDT 永续,8hr,0.02%
2021/8/26 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/26 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/25 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/25 8:00,BTCUSDT 永续,8hr,0.02%
2021/8/25 0:00,BTCUSDT 永续,8hr,0.04%
2021/8/24 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/24 8:00,BTCUSDT 永续,8hr,0.03%
2021/8/24 0:00,BTCUSDT 永续,8hr,0.02%
2021/8/23 16:00,BTCUSDT 永续,8hr,0.04%
2021/8/23 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/23 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/22 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/22 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/22 0:00,BTCUSDT 永续,8hr,0.02%
2021/8/21 16:00,BTCUSDT 永续,8hr,0.02%
2021/8/21 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/21 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/20 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/20 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/20 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/19 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/19 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/19 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/18 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/18 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/18 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/17 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/17 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/17 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/16 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/16 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/16 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/15 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/15 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/15 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/14 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/14 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/14 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/13 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/13 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/13 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/12 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/12 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/12 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/11 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/11 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/11 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/10 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/10 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/10 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/9 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/9 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/9 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/8 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/8 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/8 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/7 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/7 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/7 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/6 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/6 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/6 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/5 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/5 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/5 0:00,BTCUSDT 永续,8hr,0.00%
2021/8/4 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/4 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/4 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/3 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/3 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/3 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/2 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/2 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/2 0:00,BTCUSDT 永续,8hr,0.01%
2021/8/1 16:00,BTCUSDT 永续,8hr,0.01%
2021/8/1 8:00,BTCUSDT 永续,8hr,0.01%
2021/8/1 0:00,BTCUSDT 永续,8hr,0.01%
2021/7/31 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/31 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/31 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/30 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/30 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/30 0:00,BTCUSDT 永续,8hr,0.01%
2021/7/29 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/29 8:00,BTCUSDT 永续,8hr,0.00%
2021/7/29 0:00,BTCUSDT 永续,8hr,0.01%
2021/7/28 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/28 8:00,BTCUSDT 永续,8hr,0.00%
2021/7/28 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/27 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/27 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/27 0:00,BTCUSDT 永续,8hr,0.01%
2021/7/26 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/26 8:00,BTCUSDT 永续,8hr,-0.05%
2021/7/26 0:00,BTCUSDT 永续,8hr,-0.01%
2021/7/25 16:00,BTCUSDT 永续,8hr,-0.02%
2021/7/25 8:00,BTCUSDT 永续,8hr,-0.03%
2021/7/25 0:00,BTCUSDT 永续,8hr,-0.01%
2021/7/24 16:00,BTCUSDT 永续,8hr,-0.01%
2021/7/24 8:00,BTCUSDT 永续,8hr,-0.01%
2021/7/24 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/23 16:00,BTCUSDT 永续,8hr,-0.02%
2021/7/23 8:00,BTCUSDT 永续,8hr,0.00%
2021/7/23 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/22 16:00,BTCUSDT 永续,8hr,0.00%
2021/7/22 8:00,BTCUSDT 永续,8hr,-0.02%
2021/7/22 0:00,BTCUSDT 永续,8hr,-0.03%
2021/7/21 16:00,BTCUSDT 永续,8hr,-0.04%
2021/7/21 8:00,BTCUSDT 永续,8hr,-0.02%
2021/7/21 0:00,BTCUSDT 永续,8hr,-0.02%
2021/7/20 16:00,BTCUSDT 永续,8hr,-0.01%
2021/7/20 8:00,BTCUSDT 永续,8hr,-0.02%
2021/7/20 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/19 16:00,BTCUSDT 永续,8hr,0.00%
2021/7/19 8:00,BTCUSDT 永续,8hr,-0.01%
2021/7/19 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/18 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/18 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/18 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/17 16:00,BTCUSDT 永续,8hr,0.00%
2021/7/17 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/17 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/16 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/16 8:00,BTCUSDT 永续,8hr,-0.01%
2021/7/16 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/15 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/15 8:00,BTCUSDT 永续,8hr,0.00%
2021/7/15 0:00,BTCUSDT 永续,8hr,-0.01%
2021/7/14 16:00,BTCUSDT 永续,8hr,0.00%
2021/7/14 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/14 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/13 16:00,BTCUSDT 永续,8hr,0.01%
