time ,contract ,period ,funding rate 
2021/7/13 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/13 0:00,BTCUSDT 永续,8hr,0.01%
2021/7/12 16:00,BTCUSDT 永续,8hr,0.00%
2021/7/12 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/12 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/11 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/11 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/11 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/10 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/10 8:00,BTCUSDT 永续,8hr,0.00%
2021/7/10 0:00,BTCUSDT 永续,8hr,-0.02%
2021/7/9 16:00,BTCUSDT 永续,8hr,-0.02%
2021/7/9 8:00,BTCUSDT 永续,8hr,-0.01%
2021/7/9 0:00,BTCUSDT 永续,8hr,-0.03%
2021/7/8 16:00,BTCUSDT 永续,8hr,-0.01%
2021/7/8 8:00,BTCUSDT 永续,8hr,0.00%
2021/7/8 0:00,BTCUSDT 永续,8hr,0.01%
2021/7/7 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/7 8:00,BTCUSDT 永续,8hr,-0.01%
2021/7/7 0:00,BTCUSDT 永续,8hr,-0.01%
2021/7/6 16:00,BTCUSDT 永续,8hr,-0.01%
2021/7/6 8:00,BTCUSDT 永续,8hr,0.00%
2021/7/6 0:00,BTCUSDT 永续,8hr,-0.01%
2021/7/5 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/5 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/5 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/4 16:00,BTCUSDT 永续,8hr,-0.02%
2021/7/4 8:00,BTCUSDT 永续,8hr,0.00%
2021/7/4 0:00,BTCUSDT 永续,8hr,0.00%
2021/7/3 16:00,BTCUSDT 永续,8hr,-0.01%
2021/7/3 8:00,BTCUSDT 永续,8hr,0.00%
2021/7/3 0:00,BTCUSDT 永续,8hr,-0.01%
2021/7/2 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/2 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/2 0:00,BTCUSDT 永续,8hr,0.01%
2021/7/1 16:00,BTCUSDT 永续,8hr,0.01%
2021/7/1 8:00,BTCUSDT 永续,8hr,0.01%
2021/7/1 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/30 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/30 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/30 0:00,BTCUSDT 永续,8hr,0.00%
2021/6/29 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/29 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/29 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/28 16:00,BTCUSDT 永续,8hr,0.00%
2021/6/28 8:00,BTCUSDT 永续,8hr,0.00%
2021/6/28 0:00,BTCUSDT 永续,8hr,-0.03%
2021/6/27 16:00,BTCUSDT 永续,8hr,-0.05%
2021/6/27 8:00,BTCUSDT 永续,8hr,-0.02%
2021/6/27 0:00,BTCUSDT 永续,8hr,-0.01%
2021/6/26 16:00,BTCUSDT 永续,8hr,-0.01%
2021/6/26 8:00,BTCUSDT 永续,8hr,-0.01%
2021/6/26 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/25 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/25 8:00,BTCUSDT 永续,8hr,0.00%
2021/6/25 0:00,BTCUSDT 永续,8hr,-0.02%
2021/6/24 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/24 8:00,BTCUSDT 永续,8hr,-0.01%
2021/6/24 0:00,BTCUSDT 永续,8hr,-0.02%
2021/6/23 16:00,BTCUSDT 永续,8hr,-0.01%
2021/6/23 8:00,BTCUSDT 永续,8hr,0.00%
2021/6/23 0:00,BTCUSDT 永续,8hr,-0.03%
2021/6/22 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/22 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/22 0:00,BTCUSDT 永续,8hr,-0.02%
2021/6/21 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/21 8:00,BTCUSDT 永续,8hr,0.00%
2021/6/21 0:00,BTCUSDT 永续,8hr,-0.02%
2021/6/20 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/20 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/20 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/19 16:00,BTCUSDT 永续,8hr,-0.01%
2021/6/19 8:00,BTCUSDT 永续,8hr,-0.01%
2021/6/19 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/18 16:00,BTCUSDT 永续,8hr,0.00%
2021/6/18 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/18 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/17 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/17 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/17 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/16 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/16 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/16 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/15 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/15 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/15 0:00,BTCUSDT 永续,8hr,0.00%
2021/6/14 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/14 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/14 0:00,BTCUSDT 永续,8hr,-0.01%
2021/6/13 16:00,BTCUSDT 永续,8hr,0.00%
2021/6/13 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/13 0:00,BTCUSDT 永续,8hr,0.00%
2021/6/12 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/12 8:00,BTCUSDT 永续,8hr,-0.01%
2021/6/12 0:00,BTCUSDT 永续,8hr,0.00%
2021/6/11 16:00,BTCUSDT 永续,8hr,0.00%
2021/6/11 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/11 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/10 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/10 8:00,BTCUSDT 永续,8hr,-0.02%
2021/6/10 0:00,BTCUSDT 永续,8hr,-0.01%
2021/6/9 16:00,BTCUSDT 永续,8hr,-0.01%
2021/6/9 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/9 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/8 16:00,BTCUSDT 永续,8hr,0.00%
2021/6/8 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/8 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/7 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/7 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/7 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/6 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/6 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/6 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/5 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/5 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/5 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/4 16:00,BTCUSDT 永续,8hr,0.02%
2021/6/4 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/4 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/3 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/3 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/3 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/2 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/2 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/2 0:00,BTCUSDT 永续,8hr,0.01%
2021/6/1 16:00,BTCUSDT 永续,8hr,0.01%
2021/6/1 8:00,BTCUSDT 永续,8hr,0.01%
2021/6/1 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/31 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/31 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/31 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/30 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/30 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/30 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/29 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/29 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/29 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/28 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/28 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/28 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/27 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/27 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/27 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/26 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/26 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/26 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/25 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/25 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/25 0:00,BTCUSDT 永续,8hr,0.00%
2021/5/24 16:00,BTCUSDT 永续,8hr,-0.01%
2021/5/24 8:00,BTCUSDT 永续,8hr,-0.01%
2021/5/24 0:00,BTCUSDT 永续,8hr,0.00%
2021/5/23 16:00,BTCUSDT 永续,8hr,0.00%
2021/5/23 8:00,BTCUSDT 永续,8hr,-0.01%
2021/5/23 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/22 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/22 8:00,BTCUSDT 永续,8hr,-0.02%
2021/5/22 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/21 16:00,BTCUSDT 永续,8hr,0.00%
2021/5/21 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/21 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/20 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/20 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/20 0:00,BTCUSDT 永续,8hr,-0.09%
2021/5/19 16:00,BTCUSDT 永续,8hr,0.04%
2021/5/19 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/19 0:00,BTCUSDT 永续,8hr,0.02%
2021/5/18 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/18 8:00,BTCUSDT 永续,8hr,0.05%
2021/5/18 0:00,BTCUSDT 永续,8hr,0.06%
2021/5/17 16:00,BTCUSDT 永续,8hr,0.06%
2021/5/17 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/17 0:00,BTCUSDT 永续,8hr,0.04%
2021/5/16 16:00,BTCUSDT 永续,8hr,0.02%
2021/5/16 8:00,BTCUSDT 永续,8hr,0.04%
2021/5/16 0:00,BTCUSDT 永续,8hr,0.02%
2021/5/15 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/15 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/15 0:00,BTCUSDT 永续,8hr,0.02%
2021/5/14 16:00,BTCUSDT 永续,8hr,0.04%
2021/5/14 8:00,BTCUSDT 永续,8hr,0.04%
2021/5/14 0:00,BTCUSDT 永续,8hr,0.02%
2021/5/13 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/13 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/13 0:00,BTCUSDT 永续,8hr,0.04%
2021/5/12 16:00,BTCUSDT 永续,8hr,0.03%
2021/5/12 8:00,BTCUSDT 永续,8hr,0.02%
2021/5/12 0:00,BTCUSDT 永续,8hr,0.03%
2021/5/11 16:00,BTCUSDT 永续,8hr,0.05%
2021/5/11 8:00,BTCUSDT 永续,8hr,0.04%
2021/5/11 0:00,BTCUSDT 永续,8hr,0.10%
2021/5/10 16:00,BTCUSDT 永续,8hr,0.09%
2021/5/10 8:00,BTCUSDT 永续,8hr,0.03%
2021/5/10 0:00,BTCUSDT 永续,8hr,0.06%
2021/5/9 16:00,BTCUSDT 永续,8hr,0.04%
2021/5/9 8:00,BTCUSDT 永续,8hr,0.05%
2021/5/9 0:00,BTCUSDT 永续,8hr,0.05%
2021/5/8 16:00,BTCUSDT 永续,8hr,0.05%
2021/5/8 8:00,BTCUSDT 永续,8hr,0.06%
2021/5/8 0:00,BTCUSDT 永续,8hr,0.02%
2021/5/7 16:00,BTCUSDT 永续,8hr,0.05%
2021/5/7 8:00,BTCUSDT 永续,8hr,0.04%
2021/5/7 0:00,BTCUSDT 永续,8hr,0.09%
2021/5/6 16:00,BTCUSDT 永续,8hr,0.06%
2021/5/6 8:00,BTCUSDT 永续,8hr,0.08%
2021/5/6 0:00,BTCUSDT 永续,8hr,0.01%
2021/5/5 16:00,BTCUSDT 永续,8hr,0.04%
2021/5/5 8:00,BTCUSDT 永续,8hr,0.04%
2021/5/5 0:00,BTCUSDT 永续,8hr,0.07%
2021/5/4 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/4 8:00,BTCUSDT 永续,8hr,0.05%
2021/5/4 0:00,BTCUSDT 永续,8hr,0.07%
2021/5/3 16:00,BTCUSDT 永续,8hr,0.04%
2021/5/3 8:00,BTCUSDT 永续,8hr,0.04%
2021/5/3 0:00,BTCUSDT 永续,8hr,0.05%
2021/5/2 16:00,BTCUSDT 永续,8hr,0.05%
2021/5/2 8:00,BTCUSDT 永续,8hr,0.02%
2021/5/2 0:00,BTCUSDT 永续,8hr,0.03%
2021/5/1 16:00,BTCUSDT 永续,8hr,0.01%
2021/5/1 8:00,BTCUSDT 永续,8hr,0.01%
2021/5/1 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/30 16:00,BTCUSDT 永续,8hr,0.01%
2021/4/30 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/30 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/29 16:00,BTCUSDT 永续,8hr,0.01%
2021/4/29 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/29 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/28 16:00,BTCUSDT 永续,8hr,0.01%
2021/4/28 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/28 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/27 16:00,BTCUSDT 永续,8hr,0.01%
2021/4/27 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/27 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/26 16:00,BTCUSDT 永续,8hr,0.01%
2021/4/26 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/26 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/25 16:00,BTCUSDT 永续,8hr,0.04%
2021/4/25 8:00,BTCUSDT 永续,8hr,0.02%
2021/4/25 0:00,BTCUSDT 永续,8hr,0.02%
2021/4/24 16:00,BTCUSDT 永续,8hr,0.03%
2021/4/24 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/24 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/23 16:00,BTCUSDT 永续,8hr,0.05%
2021/4/23 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/23 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/22 16:00,BTCUSDT 永续,8hr,0.01%
2021/4/22 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/22 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/21 16:00,BTCUSDT 永续,8hr,0.01%
2021/4/21 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/21 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/20 16:00,BTCUSDT 永续,8hr,0.01%
2021/4/20 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/20 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/19 16:00,BTCUSDT 永续,8hr,0.01%
2021/4/19 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/19 0:00,BTCUSDT 永续,8hr,0.01%
2021/4/18 16:00,BTCUSDT 永续,8hr,0.06%
2021/4/18 8:00,BTCUSDT 永续,8hr,0.08%
2021/4/18 0:00,BTCUSDT 永续,8hr,0.09%
2021/4/17 16:00,BTCUSDT 永续,8hr,0.05%
2021/4/17 8:00,BTCUSDT 永续,8hr,0.05%
2021/4/17 0:00,BTCUSDT 永续,8hr,0.12%
2021/4/16 16:00,BTCUSDT 永续,8hr,0.12%
2021/4/16 8:00,BTCUSDT 永续,8hr,0.11%
2021/4/16 0:00,BTCUSDT 永续,8hr,0.11%
2021/4/15 16:00,BTCUSDT 永续,8hr,0.08%
2021/4/15 8:00,BTCUSDT 永续,8hr,0.08%
2021/4/15 0:00,BTCUSDT 永续,8hr,0.10%
2021/4/14 16:00,BTCUSDT 永续,8hr,0.11%
2021/4/14 8:00,BTCUSDT 永续,8hr,0.09%
2021/4/14 0:00,BTCUSDT 永续,8hr,0.12%
2021/4/13 16:00,BTCUSDT 永续,8hr,0.09%
2021/4/13 8:00,BTCUSDT 永续,8hr,0.08%
2021/4/13 0:00,BTCUSDT 永续,8hr,0.09%
2021/4/12 16:00,BTCUSDT 永续,8hr,0.11%
2021/4/12 8:00,BTCUSDT 永续,8hr,0.09%
2021/4/12 0:00,BTCUSDT 永续,8hr,0.11%
2021/4/11 16:00,BTCUSDT 永续,8hr,0.10%
2021/4/11 8:00,BTCUSDT 永续,8hr,0.09%
2021/4/11 0:00,BTCUSDT 永续,8hr,0.12%
2021/4/10 16:00,BTCUSDT 永续,8hr,0.15%
2021/4/10 8:00,BTCUSDT 永续,8hr,0.01%
2021/4/10 0:00,BTCUSDT 永续,8hr,0.02%
2021/4/9 16:00,BTCUSDT 永续,8hr,0.03%
2021/4/9 8:00,BTCUSDT 永续,8hr,0.02%
2021/4/9 0:00,BTCUSDT 永续,8hr,0.03%
2021/4/8 16:00,BTCUSDT 永续,8hr,0.02%
2021/4/8 8:00,BTCUSDT 永续,8hr,0.04%
2021/4/8 0:00,BTCUSDT 永续,8hr,0.05%
2021/4/7 16:00,BTCUSDT 永续,8hr,0.05%
2021/4/7 8:00,BTCUSDT 永续,8hr,0.06%
2021/4/7 0:00,BTCUSDT 永续,8hr,0.08%
2021/4/6 16:00,BTCUSDT 永续,8hr,0.06%
2021/4/6 8:00,BTCUSDT 永续,8hr,0.10%
2021/4/6 0:00,BTCUSDT 永续,8hr,0.04%
2021/4/5 16:00,BTCUSDT 永续,8hr,0.04%
2021/4/5 8:00,BTCUSDT 永续,8hr,0.04%
2021/4/5 0:00,BTCUSDT 永续,8hr,0.03%
2021/4/4 16:00,BTCUSDT 永续,8hr,0.05%
2021/4/4 8:00,BTCUSDT 永续,8hr,0.05%
2021/4/4 0:00,BTCUSDT 永续,8hr,0.10%
2021/4/3 16:00,BTCUSDT 永续,8hr,0.11%
2021/4/3 8:00,BTCUSDT 永续,8hr,0.06%
2021/4/3 0:00,BTCUSDT 永续,8hr,0.10%
2021/4/2 16:00,BTCUSDT 永续,8hr,0.11%
2021/4/2 8:00,BTCUSDT 永续,8hr,0.07%
2021/4/2 0:00,BTCUSDT 永续,8hr,0.05%
2021/4/1 16:00,BTCUSDT 永续,8hr,0.10%
2021/4/1 8:00,BTCUSDT 永续,8hr,0.11%
2021/4/1 0:00,BTCUSDT 永续,8hr,0.06%
2021/3/31 16:00,BTCUSDT 永续,8hr,0.07%
2021/3/31 8:00,BTCUSDT 永续,8hr,0.08%
2021/3/31 0:00,BTCUSDT 永续,8hr,0.08%
2021/3/30 16:00,BTCUSDT 永续,8hr,0.03%
2021/3/30 8:00,BTCUSDT 永续,8hr,0.03%
2021/3/30 0:00,BTCUSDT 永续,8hr,0.02%
2021/3/29 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/29 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/29 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/28 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/28 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/28 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/27 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/27 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/27 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/26 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/26 8:00,BTCUSDT 永续,8hr,0.02%
2021/3/26 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/25 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/25 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/25 0:00,BTCUSDT 永续,8hr,0.03%
2021/3/24 16:00,BTCUSDT 永续,8hr,0.02%
2021/3/24 8:00,BTCUSDT 永续,8hr,0.05%
2021/3/24 0:00,BTCUSDT 永续,8hr,0.04%
2021/3/23 16:00,BTCUSDT 永续,8hr,0.03%
2021/3/23 8:00,BTCUSDT 永续,8hr,0.02%
2021/3/23 0:00,BTCUSDT 永续,8hr,0.05%
2021/3/22 16:00,BTCUSDT 永续,8hr,0.05%
2021/3/22 8:00,BTCUSDT 永续,8hr,0.05%
2021/3/22 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/21 16:00,BTCUSDT 永续,8hr,0.04%
2021/3/21 8:00,BTCUSDT 永续,8hr,0.03%
2021/3/21 0:00,BTCUSDT 永续,8hr,0.05%
2021/3/20 16:00,BTCUSDT 永续,8hr,0.04%
2021/3/20 8:00,BTCUSDT 永续,8hr,0.05%
2021/3/20 0:00,BTCUSDT 永续,8hr,0.03%
2021/3/19 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/19 8:00,BTCUSDT 永续,8hr,0.03%
2021/3/19 0:00,BTCUSDT 永续,8hr,0.03%
2021/3/18 16:00,BTCUSDT 永续,8hr,0.03%
2021/3/18 8:00,BTCUSDT 永续,8hr,0.03%
2021/3/18 0:00,BTCUSDT 永续,8hr,0.02%
2021/3/17 16:00,BTCUSDT 永续,8hr,0.02%
2021/3/17 8:00,BTCUSDT 永续,8hr,0.04%
2021/3/17 0:00,BTCUSDT 永续,8hr,0.04%
2021/3/16 16:00,BTCUSDT 永续,8hr,0.04%
2021/3/16 8:00,BTCUSDT 永续,8hr,0.02%
2021/3/16 0:00,BTCUSDT 永续,8hr,0.02%
2021/3/15 16:00,BTCUSDT 永续,8hr,0.11%
2021/3/15 8:00,BTCUSDT 永续,8hr,0.08%
2021/3/15 0:00,BTCUSDT 永续,8hr,0.12%
2021/3/14 16:00,BTCUSDT 永续,8hr,0.08%
2021/3/14 8:00,BTCUSDT 永续,8hr,0.08%
2021/3/14 0:00,BTCUSDT 永续,8hr,0.06%
2021/3/13 16:00,BTCUSDT 永续,8hr,0.06%
2021/3/13 8:00,BTCUSDT 永续,8hr,0.05%
2021/3/13 0:00,BTCUSDT 永续,8hr,0.05%
2021/3/12 16:00,BTCUSDT 永续,8hr,0.07%
2021/3/12 8:00,BTCUSDT 永续,8hr,0.10%
2021/3/12 0:00,BTCUSDT 永续,8hr,0.09%
2021/3/11 16:00,BTCUSDT 永续,8hr,0.10%
2021/3/11 8:00,BTCUSDT 永续,8hr,0.10%
2021/3/11 0:00,BTCUSDT 永续,8hr,0.06%
2021/3/10 16:00,BTCUSDT 永续,8hr,0.05%
2021/3/10 8:00,BTCUSDT 永续,8hr,0.02%
2021/3/10 0:00,BTCUSDT 永续,8hr,0.06%
2021/3/9 16:00,BTCUSDT 永续,8hr,0.04%
2021/3/9 8:00,BTCUSDT 永续,8hr,0.07%
2021/3/9 0:00,BTCUSDT 永续,8hr,0.02%
2021/3/8 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/8 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/8 0:00,BTCUSDT 永续,8hr,0.02%
2021/3/7 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/7 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/7 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/6 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/6 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/6 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/5 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/5 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/5 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/4 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/4 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/4 0:00,BTCUSDT 永续,8hr,0.05%
2021/3/3 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/3 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/3 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/2 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/2 8:00,BTCUSDT 永续,8hr,0.01%
2021/3/2 0:00,BTCUSDT 永续,8hr,0.01%
2021/3/1 16:00,BTCUSDT 永续,8hr,0.01%
2021/3/1 8:00,BTCUSDT 永续,8hr,0.02%
2021/3/1 0:00,BTCUSDT 永续,8hr,0.04%
2021/2/28 16:00,BTCUSDT 永续,8hr,0.01%
2021/2/28 8:00,BTCUSDT 永续,8hr,0.01%
